"UID","Sports"
19917,"club.406"
19928,"club.109"
19963,"club.261"
19974,"club.410"
19990,"club.111"
20003,"club.605"
20020,"club.242"
20022,"club.242"
20023,"club.129"
20030,"club.111"
20050,"club.109"
20056,"club.601"
20062,"club.410"
20063,"club.406"
20074,"club.105"
20091,"club.128"
20094,"club.123"
20102,"club.101"
20109,"club.245"
20115,"club.254"
20121,"club.109"
20140,"club.242"
20143,"club.115"
20164,"club.128"
20177,"club.204"
20184,"club.213"
20186,"club.115"
20230,"club.242"
20253,"club.403"
20277,"club.111"
20296,"club.109"
20310,"club.119"
20313,"club.232"
20315,"club.128"
20346,"club.105"
20358,"club.109"
20360,"club.101"
20368,"club.111"
20369,"club.233"
20370,"club.123"
20399,"club.128"
20406,"club.111"
20409,"club.111"
20415,"club.413"
20416,"club.245"
20426,"club.403"
20428,"club.111"
20442,"club.403"
20445,"club.103"
20451,"club.403"
20456,"club.128"
20460,"club.111"
20463,"club.132"
20465,"club.403"
20491,"club.111"
20507,"club.111"
20515,"club.407"
20516,"club.232"
20521,"club.128"
20526,"club.123"
20527,"club.410"
20533,"club.124"
20550,"club.117"
20565,"club.221"
20572,"club.124"
20577,"club.406"
20583,"club.408"
20593,"club.126"
20607,"club.124"
20624,"club.109"
20632,"club.210"
20652,"club.109"
20655,"club.125"
20661,"club.402"
20668,"club.123"
20670,"club.403"
20676,"club.115"
20687,"club.249"
20690,"club.105"
20727,"club.407"
20733,"club.111"
20740,"club.403"
20742,"club.219"
20747,"club.111"
20754,"club.242"
20759,"club.115"
20769,"club.242"
20771,"club.115"
20783,"club.103"
20787,"club.111"
20813,"club.115"
20837,"club.111"
20848,"club.125"
20873,"club.123"
20877,"club.111"
20899,"club.111"
20902,"club.111"
20921,"club.604"
20926,"club.245"
20934,"club.115"
20960,"club.123"
20966,"club.109"
20990,"club.221"
21016,"club.604"
21025,"club.123"
21033,"club.229"
21043,"club.125"
21057,"club.604"
21075,"club.111"
21090,"club.117"
21097,"club.252"
21098,"club.111"
21104,"club.111"
21115,"club.111"
21119,"club.410"
21128,"club.111"
21139,"club.221"
21148,"club.132"
21175,"club.101"
21183,"club.128"
21185,"club.407"
21191,"club.124"
21199,"club.407"
21231,"club.111"
21244,"club.111"
21294,"club.410"
21304,"club.125"
21307,"club.402"
21308,"club.113"
21313,"club.221"
21319,"club.261"
21345,"club.129"
21355,"club.233"
21356,"club.106"
21389,"club.401"
21409,"club.125"
21417,"club.229"
21418,"club.123"
21434,"club.420"
21443,"club.111"
21457,"club.111"
21517,"club.221"
21532,"club.601"
21546,"club.119"
21549,"club.111"
21556,"club.233"
21569,"club.401"
21586,"club.105"
21634,"club.123"
21639,"club.125"
21655,"club.242"
21660,"club.604"
21663,"club.402"
21666,"club.111"
21677,"club.242"
21681,"club.101"
21701,"club.122"
21710,"club.406"
21743,"club.111"
21763,"club.132"
21768,"club.125"
21781,"club.132"
21820,"club.122"
21842,"club.405"
21872,"club.601"
21875,"club.406"
21883,"club.111"
21918,"club.410"
21920,"club.403"
21926,"club.123"
21934,"club.219"
21966,"club.221"
21968,"club.111"
21983,"club.132"
22008,"club.402"
22026,"club.219"
22037,"club.402"
22049,"club.111"
22054,"club.132"
22066,"club.218"
22082,"club.117"
22105,"club.115"
22134,"club.117"
22162,"club.242"
22164,"club.402"
22211,"club.125"
22212,"club.245"
22226,"club.245"
22241,"club.124"
22252,"club.106"
22264,"club.111"
22269,"club.403"
22276,"club.105"
22284,"club.605"
22321,"club.111"
22322,"club.406"
22345,"club.403"
22349,"club.124"
22374,"club.109"
22395,"club.233"
22419,"club.123"
22421,"club.218"
22443,"club.123"
22452,"club.221"
22468,"club.117"
22489,"club.123"
22500,"club.604"
22505,"club.402"
22511,"club.132"
22529,"club.402"
22531,"club.123"
22559,"club.254"
22571,"club.404"
22628,"club.245"
22663,"club.229"
22686,"club.257"
22688,"club.129"
22709,"club.109"
22717,"club.111"
22734,"club.245"
22737,"club.115"
22753,"club.206"
22771,"club.249"
22784,"club.119"
22794,"club.119"
22852,"club.242"
22862,"club.132"
22868,"club.121"
22908,"club.401"
22914,"club.402"
22921,"club.111"
22926,"club.245"
22933,"club.215"
22939,"club.212"
22970,"club.123"
23013,"club.101"
23014,"club.123"
23043,"club.219"
23055,"club.402"
23065,"club.123"
23071,"club.410"
23095,"club.111"
23102,"club.109"
23105,"club.242"
23133,"club.111"
23143,"club.420"
23169,"club.245"
23170,"club.117"
23188,"club.604"
23218,"club.132"
23219,"club.108"
23231,"club.408"
23260,"club.413"
23282,"club.103"
23298,"club.111"
23314,"club.133"
23315,"club.123"
23317,"club.413"
23327,"club.410"
23332,"club.115"
23360,"club.604"
23365,"club.117"
23381,"club.242"
23386,"club.118"
23389,"club.402"
23393,"club.101"
23413,"club.501"
23426,"club.252"
23437,"club.212"
23447,"club.111"
23464,"club.105"
23476,"club.111"
23478,"club.117"
23487,"club.125"
23488,"club.111"
23501,"club.113"
23509,"club.402"
23513,"club.221"
23516,"club.123"
23527,"club.406"
23536,"club.221"
23545,"club.109"
23550,"club.133"
23560,"club.232"
23561,"club.123"
23562,"club.242"
23581,"club.111"
23583,"club.133"
23597,"club.133"
23601,"club.115"
23609,"club.117"
23619,"club.410"
23658,"club.111"
23659,"club.116"
23672,"club.117"
23679,"club.111"
23682,"club.402"
23699,"club.132"
23701,"club.237"
23714,"club.211"
23743,"club.124"
23754,"club.106"
23758,"club.250"
23788,"club.242"
23793,"club.242"
23804,"club.402"
23824,"club.101"
23853,"club.402"
23857,"club.242"
23859,"club.109"
23860,"club.123"
23863,"club.133"
23864,"club.218"
23877,"club.237"
23897,"club.232"
23907,"club.113"
23910,"club.604"
23938,"club.603"
23946,"club.246"
23971,"club.402"
23981,"club.249"
23985,"club.402"
24012,"club.119"
24038,"club.111"
24048,"club.402"
24054,"club.132"
24082,"club.242"
24110,"club.115"
24121,"club.122"
24126,"club.111"
24132,"club.111"
24141,"club.111"
24152,"club.123"
24174,"club.133"
24187,"club.245"
24189,"club.218"
24191,"club.133"
24192,"club.402"
24195,"club.242"
24198,"club.242"
24211,"club.604"
24244,"club.252"
24249,"club.111"
24254,"club.117"
24270,"club.601"
24273,"club.109"
24279,"club.123"
24292,"club.245"
24329,"club.410"
24335,"club.121"
24354,"club.402"
24359,"club.212"
24360,"club.237"
24364,"club.604"
24365,"club.242"
24370,"club.103"
24372,"club.401"
24405,"club.133"
24428,"club.123"
24444,"club.221"
24453,"club.105"
24471,"club.420"
24490,"club.132"
24497,"club.601"
24510,"club.410"
24514,"club.133"
24539,"club.242"
24571,"club.402"
24573,"club.109"
24609,"club.106"
24627,"club.249"
24628,"club.603"
24629,"club.119"
24645,"club.105"
24647,"club.201"
24669,"club.111"
24683,"club.103"
24684,"club.402"
24689,"club.101"
24723,"club.123"
24725,"club.112"
24747,"club.242"
24754,"club.402"
24764,"club.132"
24806,"club.219"
24827,"club.119"
24845,"club.132"
24856,"club.212"
24864,"club.402"
24869,"club.202"
24892,"club.402"
24913,"club.249"
24924,"club.111"
24941,"club.133"
25016,"club.119"
25019,"club.221"
25022,"club.111"
25031,"club.202"
25033,"club.413"
25035,"club.232"
25061,"club.404"
25066,"club.242"
25068,"club.212"
25081,"club.123"
25093,"club.407"
25104,"club.111"
25106,"club.402"
25107,"club.133"
25115,"club.117"
25120,"club.410"
25130,"club.219"
25131,"club.111"
25145,"club.105"
25171,"club.407"
25180,"club.132"
25185,"club.242"
25221,"club.242"
25224,"club.410"
25244,"club.119"
25246,"club.109"
25250,"club.133"
25271,"club.413"
25279,"club.133"
25290,"club.218"
25295,"club.212"
25312,"club.241"
25328,"club.413"
25338,"club.111"
25358,"club.404"
25360,"club.402"
25363,"club.111"
25368,"club.402"
25390,"club.218"
25391,"club.111"
25422,"club.413"
25429,"club.402"
25450,"club.132"
25455,"club.221"
25457,"club.202"
25458,"club.123"
25486,"club.242"
25489,"club.404"
25507,"club.413"
25539,"club.105"
25548,"club.402"
25552,"club.402"
25555,"club.127"
25565,"club.133"
25568,"club.117"
25601,"club.249"
25608,"club.249"
25613,"club.109"
25628,"club.402"
25637,"club.133"
25662,"club.125"
25664,"club.115"
25669,"club.245"
25672,"club.119"
25686,"club.402"
25695,"club.103"
25702,"club.604"
25705,"club.133"
25707,"club.115"
25709,"club.105"
25717,"club.132"
25724,"club.123"
25739,"club.402"
25773,"club.221"
25776,"club.249"
25791,"club.115"
25815,"club.123"
25823,"club.132"
25824,"club.106"
25830,"club.245"
25850,"club.420"
25852,"club.604"
25872,"club.403"
25896,"club.114"
25901,"club.117"
25916,"club.132"
25917,"club.123"
25923,"club.109"
25927,"club.132"
25937,"club.132"
25946,"club.121"
25966,"club.601"
25978,"club.212"
25979,"club.249"
25982,"club.123"
25989,"club.103"
26006,"club.604"
26021,"club.132"
26022,"club.403"
26024,"club.114"
26030,"club.245"
26037,"club.105"
26077,"club.123"
26082,"club.403"
26115,"club.413"
26159,"club.109"
26172,"club.413"
26175,"club.127"
26192,"club.245"
26262,"club.219"
26280,"club.109"
26285,"club.101"
26291,"club.123"
26304,"club.403"
26317,"club.221"
26318,"club.115"
26335,"club.123"
26367,"club.117"
26370,"club.109"
26375,"club.110"
26377,"club.132"
26380,"club.242"
26395,"club.403"
26411,"club.109"
26417,"club.413"
26420,"club.123"
26427,"club.209"
26440,"club.115"
26461,"club.253"
26484,"club.109"
26488,"club.103"
26508,"club.103"
26515,"club.245"
26523,"club.212"
26541,"club.133"
26544,"club.109"
26581,"club.202"
26583,"club.254"
26596,"club.119"
26599,"club.604"
26645,"club.250"
26652,"club.402"
26682,"club.233"
26692,"club.261"
26700,"club.233"
26713,"club.108"
26721,"club.111"
26723,"club.105"
26724,"club.402"
26728,"club.402"
26756,"club.128"
26758,"club.128"
26761,"club.132"
26774,"club.109"
26777,"club.133"
26779,"club.229"
26800,"club.245"
26801,"club.109"
26831,"club.103"
26834,"club.109"
26876,"club.111"
26878,"club.115"
26890,"club.242"
26901,"club.111"
26911,"club.245"
26930,"club.237"
26968,"club.129"
26992,"club.108"
26999,"club.124"
27001,"club.117"
27015,"club.601"
27019,"club.417"
27041,"club.406"
27049,"club.129"
27075,"club.402"
27092,"club.402"
27097,"club.232"
27129,"club.241"
27134,"club.201"
27148,"club.252"
27156,"club.111"
27168,"club.249"
27172,"club.132"
27177,"club.408"
27219,"club.128"
27223,"club.115"
27231,"club.123"
27248,"club.111"
27279,"club.111"
27288,"club.105"
27297,"club.413"
27319,"club.408"
27323,"club.403"
27354,"club.111"
27356,"club.403"
27362,"club.402"
27365,"club.115"
27374,"club.111"
27376,"club.123"
27396,"club.111"
27411,"club.117"
27414,"club.124"
27431,"club.123"
27446,"club.221"
27449,"club.129"
27451,"club.132"
27452,"club.117"
27460,"club.109"
27461,"club.133"
27463,"club.103"
27468,"club.402"
27480,"club.123"
27483,"club.242"
27495,"club.133"
27515,"club.133"
27527,"club.105"
27530,"club.233"
27531,"club.116"
27534,"club.113"
27545,"club.402"
27563,"club.113"
27583,"club.243"
27592,"club.103"
27602,"club.413"
27608,"club.229"
27622,"club.111"
27625,"club.219"
27626,"club.126"
27662,"club.241"
27668,"club.402"
27671,"club.111"
27676,"club.132"
27693,"club.601"
27706,"club.101"
27734,"club.221"
27739,"club.111"
27753,"club.605"
27755,"club.111"
27763,"club.242"
27764,"club.132"
27776,"club.113"
27785,"club.245"
27792,"club.114"
27795,"club.410"
27800,"club.221"
27809,"club.241"
27823,"club.128"
27869,"club.125"
27877,"club.201"
27884,"club.115"
27887,"club.402"
27891,"club.103"
27896,"club.133"
27899,"club.102"
27908,"club.132"
27933,"club.129"
27946,"club.111"
27964,"club.123"
27986,"club.407"
28021,"club.111"
28039,"club.407"
28056,"club.125"
28071,"club.242"
28079,"club.109"
28080,"club.604"
28115,"club.242"
28159,"club.123"
28181,"club.111"
28197,"club.129"
28203,"club.242"
28212,"club.221"
28221,"club.101"
28236,"club.109"
28237,"club.117"
28249,"club.242"
28250,"club.111"
28255,"club.111"
28264,"club.123"
28281,"club.402"
28290,"club.221"
28299,"club.133"
28328,"club.127"
28339,"club.233"
28367,"club.123"
28374,"club.123"
28384,"club.111"
28392,"club.229"
28395,"club.109"
28402,"club.402"
28410,"club.129"
28422,"club.245"
28424,"club.245"
28431,"club.242"
28435,"club.404"
28440,"club.404"
28448,"club.123"
28457,"club.132"
28473,"club.215"
28488,"club.401"
28493,"club.125"
28500,"club.604"
28506,"club.101"
28510,"club.108"
28527,"club.117"
28535,"club.119"
28544,"club.108"
28570,"club.108"
28598,"club.124"
28612,"club.403"
28621,"club.245"
28631,"club.410"
28660,"club.228"
28695,"club.101"
28709,"club.111"
28713,"club.201"
28717,"club.132"
28745,"club.242"
28752,"club.604"
28753,"club.111"
28762,"club.222"
28766,"club.404"
28772,"club.403"
28780,"club.132"
28783,"club.212"
28793,"club.413"
28794,"club.117"
28796,"club.111"
28815,"club.111"
28826,"club.258"
28832,"club.420"
28834,"club.604"
28844,"club.132"
28850,"club.109"
28861,"club.420"
28872,"club.206"
28935,"club.101"
28939,"club.109"
28983,"club.111"
29026,"club.204"
29033,"club.604"
29046,"club.107"
29059,"club.111"
29080,"club.111"
29105,"club.420"
29120,"club.115"
29124,"club.604"
29127,"club.115"
29139,"club.257"
29160,"club.410"
29173,"club.242"
29178,"club.242"
29179,"club.420"
29199,"club.603"
29264,"club.413"
29265,"club.111"
29266,"club.232"
29283,"club.403"
29286,"club.221"
29298,"club.117"
29310,"club.245"
29314,"club.105"
29323,"club.133"
29330,"club.133"
29335,"club.111"
29337,"club.242"
29376,"club.242"
29378,"club.109"
29381,"club.105"
29388,"club.261"
29406,"club.402"
29410,"club.123"
29435,"club.222"
29443,"club.404"
29449,"club.124"
29464,"club.218"
29466,"club.402"
29469,"club.242"
29482,"club.403"
29493,"club.222"
29508,"club.242"
29524,"club.242"
29542,"club.109"
29555,"club.133"
29559,"club.410"
29562,"club.229"
29570,"club.111"
29607,"club.133"
29610,"club.129"
29646,"club.115"
29654,"club.261"
29655,"club.123"
29662,"club.402"
29667,"club.109"
29668,"club.410"
29675,"club.123"
29687,"club.111"
29705,"club.111"
29713,"club.242"
29723,"club.123"
29727,"club.101"
29734,"club.108"
29736,"club.242"
29742,"club.125"
29745,"club.257"
29748,"club.219"
29758,"club.237"
29773,"club.111"
29779,"club.132"
29783,"club.111"
29795,"club.111"
29803,"club.233"
29810,"club.101"
29820,"club.402"
29824,"club.402"
29838,"club.107"
29888,"club.413"
29901,"club.221"
29908,"club.132"
29910,"club.246"
29915,"club.406"
29921,"club.132"
29922,"club.218"
29925,"club.406"
29933,"club.402"
29934,"club.132"
29963,"club.406"
29971,"club.111"
29989,"club.406"
29994,"club.111"
29998,"club.128"
29999,"club.102"
30031,"club.406"
30039,"club.245"
30048,"club.111"
30050,"club.111"
30052,"club.111"
30085,"club.267"
30086,"club.245"
30113,"club.221"
30119,"club.121"
30124,"club.601"
30129,"club.402"
30130,"club.133"
30134,"club.123"
30184,"club.111"
30202,"club.133"
30212,"club.401"
30230,"club.402"
30236,"club.245"
30241,"club.109"
30244,"club.245"
30248,"club.402"
30258,"club.111"
30260,"club.109"
30280,"club.109"
30284,"club.125"
30290,"club.123"
30291,"club.221"
30295,"club.101"
30308,"club.249"
30317,"club.105"
30320,"club.111"
30326,"club.129"
30329,"club.204"
30349,"club.246"
30366,"club.109"
30399,"club.242"
30401,"club.123"
30428,"club.201"
30440,"club.132"
30444,"club.111"
30449,"club.402"
30450,"club.402"
30451,"club.123"
30484,"club.111"
30517,"club.101"
30521,"club.111"
30540,"club.402"
30545,"club.111"
30609,"club.408"
30634,"club.229"
30651,"club.604"
30652,"club.109"
30661,"club.132"
30673,"club.206"
30674,"club.103"
30679,"club.133"
30714,"club.402"
30717,"club.101"
30738,"club.413"
30758,"club.111"
30768,"club.127"
30778,"club.604"
30808,"club.107"
30813,"club.413"
30837,"club.406"
30840,"club.113"
30850,"club.115"
30855,"club.604"
30858,"club.128"
30870,"club.111"
30914,"club.111"
30934,"club.406"
30935,"club.109"
30942,"club.410"
30985,"club.218"
30991,"club.262"
31011,"club.103"
31016,"club.109"
31046,"club.123"
31054,"club.111"
31073,"club.242"
31082,"club.126"
31100,"club.105"
31105,"club.105"
31113,"club.115"
31122,"club.109"
31127,"club.102"
31128,"club.133"
31146,"club.113"
31147,"club.111"
31158,"club.403"
31163,"club.109"
31191,"club.103"
31202,"club.109"
31215,"club.101"
31232,"club.109"
31238,"club.111"
31242,"club.133"
31252,"club.201"
31254,"club.245"
31259,"club.403"
31268,"club.111"
31277,"club.245"
31281,"club.413"
31285,"club.402"
31290,"club.402"
31301,"club.402"
31324,"club.123"
31329,"club.113"
31337,"club.103"
31338,"club.245"
31365,"club.246"
31392,"club.111"
31405,"club.123"
31415,"club.111"
31416,"club.133"
31424,"club.109"
31433,"club.201"
31435,"club.125"
31441,"club.402"
31452,"club.114"
31501,"club.604"
31545,"club.126"
31555,"club.123"
31565,"club.123"
31566,"club.402"
31568,"club.119"
31572,"club.111"
31592,"club.413"
31601,"club.123"
31616,"club.413"
31625,"club.132"
31638,"club.233"
31642,"club.125"
31643,"club.126"
31644,"club.109"
31649,"club.403"
31652,"club.105"
31656,"club.111"
31674,"club.413"
31678,"club.103"
31686,"club.413"
31696,"club.111"
31710,"club.413"
31718,"club.413"
31721,"club.111"
31722,"club.125"
31746,"club.604"
31747,"club.111"
31771,"club.103"
31773,"club.604"
31812,"club.119"
31813,"club.245"
31842,"club.131"
31857,"club.245"
31874,"club.125"
31876,"club.111"
31882,"club.109"
31892,"club.123"
31902,"club.125"
31906,"club.201"
31916,"club.402"
31921,"club.402"
31935,"club.245"
31939,"club.117"
31942,"club.108"
31944,"club.105"
31954,"club.406"
31966,"club.108"
31974,"club.109"
31987,"club.245"
31989,"club.222"
31992,"club.119"
32022,"club.246"
32036,"club.124"
32044,"club.410"
32046,"club.108"
32091,"club.245"
32095,"club.123"
32110,"club.119"
32111,"club.129"
32119,"club.415"
32125,"club.229"
32174,"club.232"
32186,"club.126"
32202,"club.413"
32204,"club.245"
32208,"club.111"
32212,"club.105"
32228,"club.258"
32236,"club.118"
32254,"club.133"
32264,"club.402"
32291,"club.127"
32300,"club.106"
32301,"club.408"
32311,"club.221"
32314,"club.123"
32342,"club.111"
32346,"club.245"
32355,"club.123"
32360,"club.218"
32366,"club.111"
32382,"club.202"
32411,"club.111"
32413,"club.123"
32421,"club.117"
32468,"club.254"
32472,"club.402"
32481,"club.101"
32483,"club.402"
32494,"club.604"
32498,"club.420"
32519,"club.604"
32531,"club.111"
32560,"club.406"
32562,"club.117"
32566,"club.119"
32573,"club.604"
32608,"club.123"
32614,"club.132"
32646,"club.123"
32652,"club.254"
32664,"club.111"
32690,"club.121"
32691,"club.115"
32700,"club.111"
32747,"club.402"
32757,"club.111"
32763,"club.125"
32765,"club.111"
32767,"club.402"
32768,"club.404"
32775,"club.402"
32818,"club.604"
32830,"club.125"
32842,"club.121"
32856,"club.101"
32859,"club.242"
32878,"club.111"
32915,"club.111"
32926,"club.402"
32938,"club.105"
32957,"club.408"
32964,"club.123"
32974,"club.229"
32977,"club.401"
33002,"club.132"
33012,"club.111"
33015,"club.115"
33016,"club.404"
33022,"club.105"
33036,"club.404"
33038,"club.413"
33040,"club.132"
33044,"club.218"
33046,"club.218"
33065,"club.115"
33074,"club.402"
33092,"club.123"
33120,"club.123"
33127,"club.133"
33140,"club.402"
33141,"club.123"
33161,"club.402"
33168,"club.119"
33170,"club.401"
33186,"club.402"
33189,"club.109"
33200,"club.133"
33202,"club.111"
33209,"club.128"
33213,"club.603"
33216,"club.129"
33247,"club.604"
33267,"club.603"
33268,"club.402"
33269,"club.232"
33276,"club.242"
33282,"club.109"
33284,"club.115"
33307,"club.132"
33315,"club.109"
33336,"club.601"
33347,"club.221"
33351,"club.402"
33374,"club.105"
33397,"club.601"
33426,"club.232"
33427,"club.121"
33481,"club.406"
33485,"club.401"
33492,"club.212"
33496,"club.218"
33533,"club.402"
33546,"club.111"
33561,"club.218"
33573,"club.402"
33583,"club.132"
33587,"club.123"
33592,"club.111"
33601,"club.133"
33606,"club.125"
33623,"club.402"
33629,"club.401"
33645,"club.249"
33704,"club.401"
33764,"club.221"
33795,"club.420"
33811,"club.109"
33820,"club.111"
33836,"club.111"
33839,"club.111"
33875,"club.109"
33877,"club.126"
33892,"club.121"
33893,"club.108"
33914,"club.123"
33917,"club.105"
33922,"club.111"
33927,"club.257"
33935,"club.221"
33939,"club.401"
33944,"club.119"
33949,"club.242"
33953,"club.111"
33956,"club.121"
33957,"club.211"
33961,"club.133"
33968,"club.242"
34014,"club.401"
34019,"club.117"
34035,"club.128"
34044,"club.113"
34093,"club.121"
34117,"club.125"
34126,"club.246"
34156,"club.604"
34158,"club.402"
34180,"club.132"
34182,"club.604"
34184,"club.111"
34264,"club.211"
34276,"club.128"
34292,"club.249"
34294,"club.132"
34308,"club.111"
34320,"club.133"
34331,"club.133"
34335,"club.133"
34356,"club.111"
34362,"club.211"
34399,"club.101"
34414,"club.103"
34430,"club.123"
34472,"club.133"
34482,"club.402"
34487,"club.133"
34500,"club.123"
34503,"club.413"
34518,"club.407"
34523,"club.245"
34545,"club.111"
34549,"club.413"
34565,"club.601"
34569,"club.218"
34580,"club.121"
34600,"club.117"
34606,"club.111"
34625,"club.111"
34627,"club.133"
34630,"club.115"
34665,"club.402"
34674,"club.408"
34675,"club.402"
34681,"club.402"
34689,"club.229"
34708,"club.605"
34733,"club.133"
34744,"club.601"
34753,"club.108"
34765,"club.242"
34772,"club.111"
34779,"club.111"
34786,"club.403"
34810,"club.101"
34822,"club.404"
34832,"club.404"
34843,"club.117"
34858,"club.123"
34868,"club.123"
34880,"club.103"
34887,"club.403"
34893,"club.402"
34899,"club.201"
34902,"club.413"
34910,"club.242"
34950,"club.124"
34951,"club.125"
34956,"club.105"
34960,"club.229"
34961,"club.417"
34993,"club.128"
34995,"club.132"
35015,"club.241"
35016,"club.243"
35019,"club.105"
35024,"club.218"
35034,"club.127"
35039,"club.105"
35070,"club.406"
35091,"club.124"
35096,"club.408"
35099,"club.123"
35109,"club.123"
35117,"club.245"
35135,"club.245"
35136,"club.105"
35150,"club.605"
35152,"club.111"
35153,"club.242"
35167,"club.103"
35174,"club.241"
35192,"club.218"
35197,"club.406"
35204,"club.209"
35205,"club.245"
35225,"club.119"
35229,"club.604"
35231,"club.406"
35235,"club.126"
35260,"club.105"
35264,"club.123"
35277,"club.109"
35301,"club.133"
35305,"club.123"
35313,"club.403"
35317,"club.132"
35332,"club.242"
35356,"club.111"
35363,"club.133"
35370,"club.125"
35381,"club.117"
35384,"club.111"
35389,"club.129"
35393,"club.402"
35403,"club.133"
35410,"club.209"
35416,"club.241"
35426,"club.229"
35433,"club.221"
35441,"club.132"
35450,"club.229"
35456,"club.133"
35457,"club.406"
35459,"club.105"
35471,"club.218"
35511,"club.102"
35513,"club.133"
35543,"club.117"
35545,"club.233"
35582,"club.413"
35661,"club.111"
35662,"club.111"
35664,"club.126"
35726,"club.101"
35730,"club.105"
35740,"club.101"
35754,"club.132"
35760,"club.127"
35761,"club.132"
35772,"club.111"
35781,"club.111"
35795,"club.210"
35814,"club.101"
35835,"club.111"
35847,"club.111"
35856,"club.111"
35860,"club.233"
35863,"club.109"
35866,"club.257"
35876,"club.115"
35884,"club.218"
35894,"club.123"
35898,"club.106"
35918,"club.101"
35926,"club.266"
35928,"club.402"
35932,"club.402"
35939,"club.132"
35942,"club.126"
35950,"club.402"
35962,"club.245"
35976,"club.105"
35985,"club.242"
35992,"club.101"
36016,"club.106"
36026,"club.111"
36051,"club.123"
36075,"club.123"
36077,"club.111"
36092,"club.105"
36160,"club.211"
36163,"club.403"
36193,"club.413"
36202,"club.109"
36224,"club.408"
36231,"club.604"
36242,"club.115"
36254,"club.111"
36269,"club.402"
36275,"club.115"
36285,"club.124"
36313,"club.133"
36340,"club.111"
36351,"club.402"
36360,"club.402"
36408,"club.245"
36430,"club.119"
36450,"club.111"
36456,"club.123"
36458,"club.266"
36461,"club.101"
36466,"club.119"
36470,"club.119"
36478,"club.406"
36535,"club.242"
36562,"club.229"
36563,"club.604"
36577,"club.115"
36582,"club.109"
36593,"club.111"
36595,"club.229"
36617,"club.113"
36652,"club.109"
36661,"club.408"
36662,"club.410"
36677,"club.403"
36692,"club.121"
36706,"club.402"
36719,"club.402"
36724,"club.111"
36727,"club.405"
36728,"club.402"
36743,"club.206"
36761,"club.410"
36762,"club.232"
36779,"club.420"
36783,"club.420"
36799,"club.242"
36829,"club.420"
36834,"club.245"
36845,"club.413"
36851,"club.232"
36854,"club.111"
36856,"club.408"
36862,"club.402"
36867,"club.402"
36872,"club.121"
36874,"club.413"
36878,"club.408"
36889,"club.408"
36895,"club.105"
36916,"club.245"
36921,"club.132"
36928,"club.245"
36932,"club.402"
36935,"club.115"
36938,"club.402"
36943,"club.108"
36962,"club.115"
36986,"club.132"
37019,"club.133"
37043,"club.109"
37048,"club.403"
37053,"club.249"
37060,"club.403"
37077,"club.125"
37101,"club.101"
37102,"club.111"
37106,"club.402"
37113,"club.402"
37122,"club.402"
37176,"club.117"
37181,"club.402"
37183,"club.111"
37187,"club.402"
37188,"club.402"
37206,"club.211"
37219,"club.111"
37250,"club.111"
37252,"club.604"
37272,"club.132"
37292,"club.123"
37346,"club.111"
37354,"club.117"
37367,"club.111"
37369,"club.413"
37408,"club.123"
37423,"club.111"
37448,"club.111"
37474,"club.111"
37486,"club.413"
37509,"club.108"
37511,"club.211"
37514,"club.105"
37522,"club.111"
37530,"club.402"
37534,"club.103"
37535,"club.123"
37537,"club.232"
37569,"club.117"
37624,"club.129"
37647,"club.413"
37649,"club.115"
37651,"club.605"
37658,"club.111"
37661,"club.123"
37665,"club.604"
37667,"club.242"
37691,"club.123"
37697,"club.406"
37704,"club.117"
37710,"club.403"
37715,"club.129"
37717,"club.115"
37742,"club.242"
37743,"club.103"
37749,"club.101"
37756,"club.109"
37765,"club.413"
37770,"club.109"
37785,"club.105"
37817,"club.413"
37827,"club.413"
37836,"club.245"
37867,"club.111"
37881,"club.604"
37909,"club.115"
37915,"club.132"
37916,"club.245"
37919,"club.123"
37921,"club.232"
37948,"club.245"
37958,"club.132"
37980,"club.413"
37982,"club.604"
37997,"club.109"
38009,"club.111"
38019,"club.124"
38020,"club.252"
38021,"club.229"
38045,"club.111"
38062,"club.403"
38080,"club.266"
38082,"club.257"
38089,"club.123"
38096,"club.111"
38108,"club.229"
38110,"club.111"
38117,"club.115"
38128,"club.109"
38132,"club.124"
38144,"club.103"
38149,"club.105"
38158,"club.113"
38160,"club.122"
38193,"club.128"
38205,"club.403"
38217,"club.111"
38220,"club.205"
38223,"club.604"
38229,"club.111"
38232,"club.402"
38240,"club.605"
38242,"club.115"
38257,"club.218"
38276,"club.111"
38292,"club.408"
38293,"club.101"
38298,"club.105"
38300,"club.420"
38340,"club.132"
38353,"club.408"
38356,"club.105"
38363,"club.420"
38365,"club.128"
38367,"club.132"
38372,"club.246"
38394,"club.123"
38395,"club.111"
38396,"club.109"
38398,"club.115"
38443,"club.105"
38483,"club.105"
38523,"club.205"
38539,"club.123"
38541,"club.245"
38551,"club.129"
38561,"club.403"
38567,"club.218"
38587,"club.204"
38589,"club.210"
38596,"club.132"
38617,"club.413"
38624,"club.413"
38625,"club.102"
38647,"club.604"
38697,"club.249"
38709,"club.132"
38727,"club.123"
38740,"club.105"
38756,"club.111"
38764,"club.219"
38766,"club.123"
38775,"club.242"
38805,"club.109"
38806,"club.111"
38818,"club.604"
38819,"club.103"
38821,"club.111"
38823,"club.111"
38834,"club.105"
38870,"club.115"
38890,"club.111"
38905,"club.604"
38906,"club.219"
38917,"club.117"
38924,"club.107"
