"UID","JOB_CATEGORY","JOB_DEP","Working_hours","eco_sect","Terms_of_emp","Employer_type","Emolument","JOB_CONDITION","employee_count","Work_description"
28328,"O","34",1819,"MA","CDI","ct_9",26542,"C","tr_1","382b"
28329,"A","34",1227,"QB","APP","ct_8",13553,"C","tr_3","545c"
28330,"O","34",2110,"AZ","CDI","ct_9",17525,"C","tr_3","692a"
28334,"O","75",1820,"GZ","CDI","ct_9",51576,"C","tr_1","374d"
28335,"X","34",1601,"OZ","AUT","ct_2",12400,"P","tr_6","524c"
28338,"O","34",1618,"QB","CDI","ct_8",10387,"P","tr_3","563b"
28342,"O","34",1894,"QB","CDI","ct_8",14085,"P","tr_6","563b"
28345,"O","34",1820,"JA","CDI","ct_9",14165,"C","tr_3","543h"
28354,"O","34",1057,"IZ","CDI","ct_6",15562,"C","tr_0","468a"
28359,"O","34",814,"PZ","CDI","ct_9",9468,"C","tr_2","542a"
28360,"O","34",1210,"NZ","CDI","ct_9",8093,"C","tr_1","534a"
28362,"O","34",2500,"RZ","CDI","ct_9",52994,"C","tr_4","424a"
28364,"O","34",1820,"EZ","CDI","ct_9",24688,"C","tr_5","462e"
28365,"O","34",1895,"QA","CDI","ct_8",19535,"C","tr_6","525d"
28366,"O","34",1907,"MA","CDI","ct_9",34049,"C","tr_3","387f"
28367,"O","34",1820,"QB","CDI","ct_8",22149,"C","tr_3","435b"
28377,"O","34",1820,"MA","CDI","ct_9",22206,"P","tr_3","472a"
28380,"O","30",910,"PZ","CDI","ct_8",18846,"P","tr_2","421b"
28388,"O","34",1610,"PZ","CDI","ct_8",23034,"P","tr_5","341a"
28390,"O","83",162,"CH","CDI","ct_9",19424,"C","tr_3","462e"
28396,"O","34",1825,"JC","CDI","ct_9",44499,"C","tr_3","388a"
28397,"O","34",1820,"QA","CDI","ct_8",24855,"C","tr_3","423b"
28398,"X","34",883,"OZ","AUT","ct_2",14037,"P","tr_3","524c"
28402,"O","34",1820,"QB","CDI","ct_8",19573,"C","tr_5","434d"
28406,"O","34",1912,"JC","CDI","ct_9",19700,"C","tr_4","478b"
28408,"O","34",2061,"GZ","CDI","ct_9",16250,"C","tr_2","643a"
28409,"O","34",1747,"QB","CDI","ct_8",18118,"C","tr_0","435a"
28410,"O","34",425,"IZ","CDD","ct_6",5128,"C","tr_0","561c"
28423,"O","34",1820,"OZ","CDD","ct_3",16468,"C","tr_6","523d"
28426,"O","34",1654,"NZ","CDI","ct_6",18763,"C","tr_3","431f"
28437,"X","34",1604,"GZ","AUT","ct_9",7753,"C","tr_1","554e"
28443,"O","34",1832,"HZ","CDI","ct_9",16330,"C","tr_3","643a"
28456,"O","34",1820,"QA","AUT","ct_3",20341,"C","tr_6","632k"
28462,"O","59",1764,"GZ","CDI","ct_9",41487,"C","tr_3","463e"
28477,"O","34",933,"PZ","CDI","ct_8",6711,"P","tr_1","543g"
28482,"O","34",929,"TZ","CDI","ct_7",10765,"C","tr_1","563c"
28483,"O","56",2021,"CA","TOA","ct_9",30712,"C","tr_6","463c"
28488,"O","34",1739,"GZ","CDI","ct_9",17143,"P","tr_4","643a"
28492,"O","85",1924,"CL","CDI","ct_9",20664,"C","tr_5","477c"
28493,"O","34",1822,"QA","CDI","ct_1",24123,"C","tr_5","433a"
28498,"O","34",2028,"OZ","AUT","ct_3",29553,"C","tr_6","632k"
28506,"O","34",1878,"QA","CDI","ct_9",28755,"C","tr_5","431f"
28512,"O","34",1096,"MA","CDD","ct_6",13269,"C","tr_1","478b"
28535,"O","34",1821,"KZ","CDI","ct_8",19190,"C","tr_2","526a"
28541,"O","34",1840,"GZ","CDI","ct_9",21532,"C","tr_6","676c"
28562,"O","30",1583,"PZ","CDI","ct_8",19473,"C","tr_5","341a"
28574,"O","34",2200,"KZ","CDI","ct_9",30458,"C","tr_2","461f"
28578,"O","34",1834,"QB","CDI","ct_8",17123,"C","tr_4","526a"
28585,"O","34",1820,"QB","CDI","ct_8",18059,"C","tr_4","526a"
28586,"O","34",1638,"OZ","CDI","ct_1",37052,"P","tr_5","461f"
28591,"O","34",1811,"GZ","CDI","ct_9",17513,"C","tr_5","543g"
28598,"O","34",2008,"QA","CDI","ct_6",17966,"C","tr_3","526e"
28599,"O","34",1907,"QA","CDI","ct_9",23483,"C","tr_6","431f"
28623,"O","34",1871,"GZ","CDI","ct_9",16494,"P","tr_5","552a"
28627,"O","34",2200,"GZ","CDI","ct_9",31935,"C","tr_6","462e"
28633,"O","34",1820,"JA","CDI","ct_9",26120,"C","tr_4","388a"
28634,"O","34",805,"QB","CDI","ct_8",6317,"P","tr_3","434d"
28637,"O","34",1873,"GZ","CDI","ct_9",18010,"C","tr_6","552a"
28646,"O","34",1813,"PZ","CDI","ct_8",15798,"P","tr_2","525a"
28660,"O","34",1587,"QB","CDI","ct_8",13451,"P","tr_6","563b"
28663,"O","34",1423,"QA","CDI","ct_9",12615,"C","tr_6","526a"
28664,"O","34",1318,"QA","CDI","ct_9",20884,"C","tr_6","431f"
28666,"A","13",1778,"MA","APP","ct_9",14325,"C","tr_6","461e"
28673,"O","34",227,"OZ","TOA","ct_1",1963,"P","tr_6","563b"
28693,"O","06",1541,"IZ","CDD","ct_9",24004,"C","tr_4","561b"
28695,"O","68",NA,"GZ","CDI","ct_9",37436,"C","tr_1","463c"
28704,"O","34",675,"IZ","CDD","ct_9",6327,"C","tr_1","561c"
28711,"O","34",1395,"OZ","AUT","ct_1",17402,"P","tr_4","524b"
28718,"O","34",1820,"OZ","CDI","ct_2",25727,"C","tr_6","451g"
28719,"O","34",1054,"NZ","TOA","ct_6",13582,"C","tr_2","534a"
28720,"O","34",923,"GZ","CDI","ct_9",7994,"P","tr_1","552a"
28739,"O","34",1796,"FZ","CDI","ct_9",21847,"C","tr_2","633a"
28741,"O","66",1819,"HZ","CDI","ct_9",31778,"C","tr_3","676d"
28748,"O","34",1475,"NZ","CDI","ct_9",16045,"P","tr_6","684a"
28757,"O","34",1960,"NZ","CDI","ct_9",19089,"C","tr_1","643a"
28761,"O","30",1958,"CA","CDI","ct_9",20891,"C","tr_2","636c"
28762,"O","30",1883,"FZ","CDI","ct_6",16469,"C","tr_1","681a"
28770,"O","34",1820,"PZ","CDI","ct_8",20821,"C","tr_2","421b"
28771,"O","34",1498,"QA","CDI","ct_9",15075,"C","tr_4","451h"
28772,"O","34",1678,"QB","CDI","ct_8",24970,"P","tr_4","434d"
28773,"O","34",1803,"CI","CDI","ct_9",21474,"C","tr_4","462a"
28790,"O","34",1546,"QB","CDI","ct_8",14335,"P","tr_3","525d"
28795,"O","34",1261,"PZ","CDI","ct_8",11301,"P","tr_4","525b"
28805,"O","34",1820,"OZ","AUT","ct_2",42403,"C","tr_6","333f"
28810,"O","34",1820,"LZ","CDD","ct_5",17415,"C","tr_5","684a"
28823,"O","34",1411,"QA","CDI","ct_9",17428,"P","tr_6","526a"
28832,"O","34",766,"OZ","AUT","ct_2",24002,"P","tr_6","563a"
28837,"O","34",2028,"QA","CDI","ct_9",26324,"C","tr_2","526e"
28842,"O","34",1820,"GZ","CDI","ct_9",18014,"C","tr_1","462b"
28851,"O","34",472,"NZ","CDI","ct_9",5345,"P","tr_5","684a"
28853,"O","34",1664,"GZ","CDI","ct_9",19111,"P","tr_1","433d"
28856,"O","34",1687,"QB","CDI","ct_8",16720,"C","tr_4","434e"
28860,"O","34",1820,"GZ","CDI","ct_9",53310,"C","tr_1","373d"
28867,"O","34",1100,"QB","CDI","ct_8",10437,"P","tr_3","434e"
28869,"O","34",504,"QB","CDI","ct_8",5135,"F","tr_6","563b"
28876,"O","34",1638,"OZ","AUT","ct_2",20218,"P","tr_5","523c"
28882,"O","34",1820,"OZ","AUT","ct_3",21972,"C","tr_6","632k"
28893,"O","34",624,"CA","CDI","ct_9",4181,"P","tr_1","554a"
28902,"X","34",1820,"QB","AUT","ct_8",8318,"C","tr_5","671a"
28905,"O","92",1814,"HZ","CDI","ct_9",52977,"C","tr_6","389a"
28916,"O","34",1996,"MC","CDI","ct_9",22113,"C","tr_2","526b"
28922,"O","34",1822,"EZ","AUT","ct_2",21897,"C","tr_6","621f"
28929,"O","34",1842,"CJ","CDI","ct_9",24468,"C","tr_4","543h"
28934,"O","30",849,"QB","CDD","ct_9",15316,"K","tr_4","526a"
28940,"O","93",2200,"GZ","CDI","ct_9",58370,"C","tr_6","374d"
28941,"O","34",1820,"GZ","CDI","ct_9",22680,"C","tr_5","462e"
28944,"A","34",156,"IZ","APP","ct_6",898,"C","tr_1","561d"
28948,"O","34",969,"QB","CDI","ct_9",6920,"P","tr_2","643a"
28958,"X","34",981,"QB","AUT","ct_8",9796,"P","tr_1","563a"
28964,"O","30",1830,"QA","CDI","ct_8",42552,"P","tr_5","376f"
28969,"O","34",1820,"MB","CDI","ct_5",29984,"C","tr_6","388a"
28974,"X","34",346,"PZ","AUT","ct_1",8854,"P","tr_4","525b"
28988,"O","12",2065,"CA","CDI","ct_6",17338,"C","tr_3","691d"
29000,"O","34",1820,"MA","CDI","ct_9",39700,"C","tr_2","388a"
29022,"O","34",653,"SZ","CDI","ct_9",5326,"P","tr_1","562b"
29043,"O","34",151,"HZ","CDI","ct_9",710,"P","tr_2","466a"
29050,"O","34",1331,"QB","CDI","ct_8",10216,"P","tr_5","525d"
29056,"O","34",2007,"CH","CDI","ct_9",17633,"C","tr_2","673a"
29062,"O","34",1346,"SZ","CDI","ct_9",13284,"C","tr_6","526b"
29070,"O","34",1668,"KZ","CDI","ct_9",11588,"C","tr_4","545a"
29080,"O","34",1091,"RZ","CDI","ct_8",47829,"C","tr_6","354b"
29081,"O","34",1159,"QB","CDI","ct_8",7896,"P","tr_3","563b"
29083,"O","84",1820,"PZ","CDI","ct_8",49871,"C","tr_3","332a"
29096,"O","34",1500,"NZ","TTP","ct_9",20915,"C","tr_1","641a"
29098,"O","34",1455,"OZ","CDI","ct_8",21601,"P","tr_6","545d"
29105,"O","34",2200,"CK","CDI","ct_9",36051,"C","tr_1","477c"
29118,"O","34",1820,"QA","CDI","ct_8",51233,"C","tr_6","344b"
29124,"A","34",469,"GZ","APP","ct_6",1834,"C","tr_1","553c"
29130,"O","30",1910,"CM","CDI","ct_9",27747,"C","tr_5","486e"
29142,"O","34",1770,"FZ","CDI","ct_9",43624,"C","tr_2","382c"
29143,"O","66",1673,"FZ","CDI","ct_9",34815,"C","tr_3","382c"
29144,"O","34",2028,"GZ","CDI","ct_9",35683,"C","tr_1","344d"
29147,"O","34",1752,"PZ","CDI","ct_9",18253,"C","tr_2","423b"
29149,"O","34",1820,"NZ","CDI","ct_8",38343,"C","tr_4","434a"
29153,"O","34",1821,"GZ","CDI","ct_9",16505,"C","tr_3","551a"
29160,"O","34",295,"NZ","CDI","ct_8",6273,"C","tr_1","691e"
29161,"O","34",704,"IZ","TOA","ct_9",7929,"C","tr_1","561b"
29162,"O","92",1824,"HZ","CDI","ct_5",76996,"C","tr_6","534a"
29171,"O","34",173,"TZ","CDI","ct_7",1548,"C","tr_0","563c"
29172,"O","34",1792,"CM","CDI","ct_9",23465,"C","tr_4","478c"
29173,"O","34",1820,"CM","CDI","ct_9",48657,"C","tr_6","388a"
29178,"O","30",1820,"IZ","CDI","ct_9",22760,"C","tr_3","488a"
29179,"O","34",1919,"HZ","CDI","ct_9",25686,"C","tr_4","466c"
29181,"O","34",1820,"GZ","CDI","ct_9",37063,"C","tr_2","344d"
29187,"O","34",1551,"PZ","CDI","ct_8",15419,"P","tr_3","422e"
29197,"O","34",1008,"IZ","CDI","ct_9",9179,"C","tr_2","561c"
29203,"O","34",1845,"GZ","CDI","ct_9",37163,"C","tr_1","462b"
29206,"O","34",1915,"GZ","CDI","ct_9",42812,"C","tr_1","374a"
29209,"O","13",1820,"PZ","CDI","ct_8",21199,"C","tr_3","421b"
29218,"O","34",1820,"QA","CDI","ct_9",20249,"C","tr_6","433d"
29226,"O","34",1823,"IZ","CDI","ct_9",17875,"C","tr_3","561d"
29232,"O","84",910,"JC","CDI","ct_9",56194,"C","tr_0","388c"
29234,"O","34",692,"QA","CDI","ct_8",8385,"P","tr_6","526a"
29240,"O","34",1242,"QA","CDI","ct_8",23702,"P","tr_1","526a"
29242,"O","34",1560,"QA","CDI","ct_8",51402,"P","tr_3","344b"
29246,"O","34",1471,"QB","CDI","ct_8",18292,"P","tr_4","526a"
29253,"O","13",1065,"CA","CDI","ct_9",18181,"P","tr_3","652a"
29255,"O","34",1117,"JC","CDI","ct_9",23809,"C","tr_3","478b"
29256,"O","34",1820,"QB","CDI","ct_9",18115,"C","tr_4","525d"
29259,"O","34",1820,"MA","CDI","ct_9",22927,"C","tr_6","625f"
29263,"O","34",1045,"NZ","CDI","ct_9",9257,"P","tr_5","684a"
29266,"O","34",1826,"QB","CDI","ct_8",21538,"C","tr_3","434d"
29267,"O","34",1820,"MA","CDI","ct_9",19098,"C","tr_1","542a"
29268,"O","34",1820,"QA","CDI","ct_8",27935,"C","tr_6","431f"
29270,"O","34",396,"NZ","CDI","ct_9",4220,"F","tr_3","684a"
29278,"O","34",2028,"MA","CDI","ct_9",33007,"C","tr_1","372b"
29285,"O","34",1820,"SZ","CDI","ct_6",15974,"C","tr_1","562b"
29296,"O","34",104,"TZ","CDI","ct_7",698,"C","tr_1","563c"
29299,"O","34",1696,"SZ","CDI","ct_6",26118,"P","tr_3","373d"
29301,"O","34",1754,"NZ","CDD","ct_9",12884,"C","tr_6","684a"
29303,"O","34",1798,"QA","CDI","ct_9",19200,"C","tr_6","526a"
29304,"O","13",2019,"IZ","CDI","ct_9",14130,"C","tr_1","561d"
29341,"O","34",NA,"SZ","AUT","ct_4",538,"Y","tr_4","388b"
29342,"O","34",1812,"SZ","CDI","ct_8",21841,"C","tr_1","435b"
29347,"O","34",573,"TZ","CDI","ct_7",6050,"C","tr_1","563c"
29357,"O","34",1820,"KZ","CDI","ct_9",25887,"C","tr_1","467b"
29360,"O","34",1266,"HZ","CDI","ct_9",19006,"P","tr_6","534a"
29376,"O","13",1820,"EZ","CDI","ct_9",26219,"C","tr_1","477d"
29379,"O","34",1368,"NZ","TTP","ct_9",15913,"C","tr_3","526a"
29382,"O","34",1819,"LZ","CDI","ct_9",24578,"C","tr_1","461f"
29388,"O","34",1819,"HZ","CDI","ct_9",34911,"C","tr_6","333c"
29393,"O","34",2098,"GZ","CDI","ct_9",20711,"C","tr_3","653a"
29410,"O","34",2060,"OZ","CDD","ct_3",20379,"C","tr_6","344c"
29418,"O","34",1152,"NZ","TTP","ct_9",18633,"P","tr_4","632a"
29430,"O","34",1234,"LZ","CDI","ct_9",17274,"C","tr_1","463e"
29433,"O","11",1809,"FZ","CDI","ct_9",19754,"C","tr_1","542a"
29440,"O","34",1820,"OZ","AUT","ct_1",32828,"C","tr_3","333b"
29445,"O","38",1257,"IZ","CDI","ct_9",12335,"C","tr_4","468a"
29446,"O","34",1175,"PZ","CDI","ct_9",14229,"P","tr_2","422b"
29449,"O","12",1894,"HZ","CDI","ct_9",20320,"C","tr_3","641a"
29459,"O","34",2083,"QA","CDI","ct_9",20750,"C","tr_6","526a"
29462,"O","34",2200,"JC","CDI","ct_9",53981,"C","tr_6","373b"
29474,"O","34",106,"QB","CDI","ct_7",1508,"F","tr_0","563b"
29476,"O","34",1820,"OZ","AUT","ct_2",16530,"C","tr_3","523c"
29478,"O","57",1983,"CH","CDI","ct_9",32936,"C","tr_4","463c"
29485,"O","34",520,"CA","CDI","ct_9",4679,"P","tr_1","554a"
29493,"O","34",558,"QB","CDI","ct_8",2041,"C","tr_4","534a"
29496,"O","34",912,"GZ","CDI","ct_9",18456,"P","tr_1","374a"
29500,"O","34",949,"GZ","CDI","ct_6",17762,"P","tr_1","344d"
29501,"O","38",758,"IZ","CDD","ct_9",12455,"C","tr_2","561d"
29508,"O","77",667,"OZ","CDI","ct_2",7062,"C","tr_6","472d"
29511,"O","34",1455,"EZ","CDI","ct_9",22459,"P","tr_5","461f"
29518,"O","34",1820,"HZ","CDI","ct_9",23499,"C","tr_6","451a"
29522,"O","94",1764,"GZ","CDI","ct_9",27513,"P","tr_5","463c"
29527,"O","34",1834,"CC","CDI","ct_9",20105,"C","tr_1","675c"
29530,"O","31",1820,"LZ","CDI","ct_9",26332,"C","tr_2","376g"
29534,"O","34",1765,"QB","CDI","ct_8",12069,"C","tr_5","563b"
29539,"O","34",1822,"QB","CDI","ct_8",17034,"C","tr_3","525d"
29545,"O","34",418,"GZ","CDI","ct_9",5867,"P","tr_1","554e"
29546,"O","2A",819,"OZ","AUT","ct_1",17427,"C","tr_2","451e"
29547,"O","34",1821,"HZ","CDI","ct_9",19656,"C","tr_3","333c"
29566,"O","34",1284,"QB","CDI","ct_9",11887,"P","tr_3","525d"
29567,"O","34",1820,"IZ","CDI","ct_9",14384,"C","tr_1","636d"
29573,"O","34",1485,"NZ","CDI","ct_9",20189,"C","tr_3","534a"
29592,"O","34",3000,"QB","CDI","ct_7",10220,"D","tr_0","563a"
29594,"O","34",1290,"QA","CDI","ct_9",9596,"C","tr_4","525d"
29607,"O","34",1711,"JC","CDI","ct_9",32363,"C","tr_2","388c"
29612,"O","34",1813,"QB","CDI","ct_9",22603,"C","tr_3","526d"
29618,"O","34",2046,"FZ","CDI","ct_6",17041,"C","tr_1","672a"
29635,"O","34",379,"MA","CDI","ct_9",6268,"P","tr_1","461b"
29645,"O","30",1958,"CA","CDI","ct_9",21485,"C","tr_2","636c"
29657,"O","34",826,"FZ","CDI","ct_9",18097,"P","tr_2","372b"
29666,"O","34",2365,"IZ","CDI","ct_9",22265,"C","tr_1","561c"
29668,"O","34",1820,"OZ","AUT","ct_3",25581,"C","tr_6","431f"
29692,"O","34",1456,"OZ","AUT","ct_1",21801,"P","tr_4","523b"
29694,"O","34",489,"QB","CDI","ct_8",10294,"P","tr_3","525d"
29695,"O","34",1837,"CA","CDI","ct_6",16968,"K","tr_0","374d"
29703,"O","34",1087,"GZ","CDI","ct_9",23351,"P","tr_5","374a"
29709,"O","34",1828,"NZ","CDI","ct_9",15302,"C","tr_1","534a"
29714,"O","34",1822,"SZ","CDI","ct_9",22447,"C","tr_6","432b"
29721,"O","34",664,"MA","CDD","ct_9",4833,"C","tr_3","382a"
29723,"O","34",1921,"MA","CDI","ct_9",73201,"C","tr_1","372b"
29729,"O","34",1445,"MB","CDI","ct_5",36591,"C","tr_5","342f"
29733,"O","34",1820,"PZ","CDI","ct_8",24106,"C","tr_3","342c"
29734,"O","34",1820,"HZ","CDI","ct_6",20872,"C","tr_5","477a"
29742,"O","34",392,"IZ","CDI","ct_9",3070,"P","tr_2","643a"
29749,"O","84",1820,"PZ","CDI","ct_8",43796,"C","tr_3","332a"
29764,"O","35",1092,"QA","CDI","ct_1",17178,"P","tr_5","433a"
29770,"O","35",323,"GZ","CDD","ct_9",13870,"C","tr_1","462b"
29771,"O","35",2025,"FZ","CDI","ct_6",17436,"C","tr_1","632j"
29773,"O","35",667,"MC","CDD","ct_9",10680,"C","tr_2","676a"
29783,"O","35",1406,"HZ","CDI","ct_6",11601,"C","tr_3","643a"
29787,"O","35",1152,"GZ","CDI","ct_9",17869,"C","tr_0","374b"
29797,"O","35",1845,"NZ","CDI","ct_9",22187,"C","tr_3","534b"
29803,"O","35",1993,"JB","CDI","ct_9",21183,"C","tr_2","478a"
29808,"O","35",1800,"CM","CDI","ct_9",21210,"C","tr_6","676c"
29810,"O","75",455,"QA","AUT","ct_3",8463,"C","tr_6","431f"
29818,"O","35",1725,"JC","CDI","ct_9",28216,"P","tr_5","388c"
29820,"O","35",1819,"CH","CDI","ct_9",27088,"C","tr_3","474b"
29824,"O","35",1455,"QA","CDI","ct_9",18038,"P","tr_0","526b"
29827,"O","35",1820,"QB","CDI","ct_8",16425,"C","tr_4","526a"
29829,"O","35",404,"KZ","CDI","ct_9",15039,"P","tr_6","467b"
29831,"O","35",1908,"IZ","CDI","ct_9",14492,"P","tr_1","561c"
29840,"O","35",2200,"MA","CDI","ct_6",32124,"C","tr_2","543b"
29844,"O","56",1820,"QB","CDI","ct_8",33677,"P","tr_4","311d"
29845,"A","29",496,"GZ","APP","ct_9",2222,"C","tr_4","553c"
29864,"O","35",1413,"GZ","CDI","ct_9",17839,"C","tr_1","433d"
29865,"O","35",1820,"QA","AUT","ct_3",22005,"C","tr_6","632k"
29873,"O","35",1819,"MA","CDI","ct_9",19967,"C","tr_1","461f"
29878,"O","35",1785,"CI","CDI","ct_9",23736,"C","tr_4","473b"
29880,"O","35",1820,"CB","CDI","ct_9",16679,"C","tr_4","487a"
29889,"O","35",1820,"KZ","CDI","ct_8",25204,"C","tr_5","542a"
29890,"O","35",1283,"NZ","CDI","ct_9",11989,"P","tr_5","684a"
29895,"O","35",1869,"GZ","CDI","ct_9",14947,"C","tr_6","552a"
29901,"O","35",1481,"QB","CDI","ct_8",12941,"P","tr_4","525d"
29906,"O","35",1760,"FZ","CDI","ct_9",17721,"C","tr_3","637a"
29908,"O","35",1822,"NZ","CDI","ct_9",16295,"C","tr_3","684a"
29910,"O","35",1777,"CC","CDI","ct_9",16165,"C","tr_3","627d"
29912,"O","56",1183,"FZ","CDI","ct_6",19964,"C","tr_2","621c"
29913,"O","35",1819,"QA","CDI","ct_3",15099,"C","tr_6","632k"
29915,"O","35",1820,"EZ","CDI","ct_9",12968,"C","tr_1","628e"
29921,"O","35",2028,"IZ","CDI","ct_9",19381,"C","tr_1","636d"
29924,"O","44",300,"GZ","AUT","ct_9",5068,"F","tr_6","463e"
29925,"O","46",2200,"CC","CDI","ct_9",53367,"C","tr_3","475a"
29929,"O","35",477,"GZ","CDI","ct_9",3745,"P","tr_2","551a"
29930,"O","75",2094,"NZ","CDI","ct_9",21990,"C","tr_6","534a"
29936,"O","35",1274,"PZ","CDI","ct_1",13359,"P","tr_6","524b"
29939,"O","35",922,"SZ","CDI","ct_8",8913,"P","tr_6","691b"
29947,"O","35",1616,"QB","CDI","ct_8",12615,"C","tr_4","525d"
29956,"O","35",1968,"MA","CDI","ct_8",32537,"C","tr_5","387d"
29961,"O","35",1657,"GZ","CDI","ct_6",17322,"C","tr_1","543b"
29968,"O","35",1825,"FZ","CDI","ct_6",25875,"C","tr_3","632f"
29973,"O","35",1455,"QA","AUT","ct_3",15781,"P","tr_6","523d"
29976,"O","35",885,"IZ","CDI","ct_6",14620,"C","tr_1","561d"
29978,"O","35",1102,"PZ","CDI","ct_8",9568,"P","tr_1","525a"
29985,"O","35",2823,"QB","CDI","ct_7",10214,"D","tr_1","563a"
29988,"O","35",1715,"FZ","CDI","ct_6",17325,"C","tr_1","632e"
29989,"O","35",1801,"KZ","CDI","ct_8",27022,"C","tr_5","467c"
29992,"O","35",1819,"QB","CDI","ct_8",21943,"C","tr_4","526d"
29997,"O","35",1817,"QB","CDI","ct_8",20292,"C","tr_5","431f"
29999,"O","35",1831,"IZ","CDI","ct_9",14091,"C","tr_1","488a"
30001,"O","35",1164,"QA","CDI","ct_8",10385,"C","tr_4","461c"
30012,"O","35",1272,"GZ","CDI","ct_9",15480,"C","tr_5","551a"
30027,"O","35",1986,"GZ","CDI","ct_9",19821,"C","tr_4","462b"
30050,"O","44",1104,"PZ","CDI","ct_9",33258,"P","tr_3","344b"
30059,"O","35",1820,"JC","CDI","ct_9",50137,"C","tr_3","374c"
30066,"O","35",1820,"NZ","CDI","ct_9",13742,"C","tr_1","542a"
30067,"O","35",1246,"QB","AUT","ct_2",14127,"C","tr_3","563b"
30068,"O","35",909,"QA","CDD","ct_3",8011,"P","tr_6","525d"
30069,"O","35",1067,"IZ","CDD","ct_9",12861,"C","tr_1","561c"
30071,"O","35",1820,"PZ","CDI","ct_8",27269,"C","tr_1","421b"
30078,"O","35",1571,"JC","CDI","ct_9",32258,"C","tr_6","388a"
30084,"O","35",1820,"QB","CDI","ct_8",17326,"C","tr_5","525d"
30091,"O","35",1820,"PZ","CDI","ct_8",23765,"C","tr_1","421b"
30094,"O","35",1820,"QA","CDI","ct_9",19093,"C","tr_1","526b"
30108,"O","35",303,"QB","CDI","ct_8",2342,"P","tr_3","526a"
30109,"O","35",1782,"CE","CDI","ct_9",18439,"C","tr_6","475b"
30119,"O","35",1739,"QB","CDI","ct_9",19309,"C","tr_4","477c"
30122,"O","35",1819,"QB","CDI","ct_8",36211,"C","tr_3","434a"
30124,"O","35",1820,"QB","CDI","ct_8",17807,"C","tr_4","526a"
30126,"O","35",1861,"GZ","CDI","ct_9",17859,"C","tr_0","653a"
30135,"O","35",692,"QA","CDD","ct_3",9238,"C","tr_5","526a"
30159,"O","35",2065,"QB","CDI","ct_8",21580,"P","tr_3","526a"
30161,"O","35",1763,"GZ","CDI","ct_9",15403,"C","tr_5","551a"
30166,"O","35",2038,"EZ","CDI","ct_9",25928,"C","tr_3","684b"
30174,"O","35",2200,"CK","CDI","ct_9",85660,"C","tr_3","385b"
30178,"O","35",2200,"MA","CDI","ct_9",56682,"C","tr_6","383a"
30179,"O","35",2209,"QB","AUT","ct_2",35255,"C","tr_6","563a"
30181,"O","35",1879,"GZ","CDI","ct_9",12997,"C","tr_2","551a"
30184,"A","35",617,"CA","APP","ct_6",1524,"C","tr_2","683a"
30189,"O","35",1820,"QA","CDD","ct_3",17052,"C","tr_6","632k"
30191,"O","35",1813,"IZ","CDI","ct_9",16935,"C","tr_3","561c"
30192,"O","35",554,"GZ","CDI","ct_9",10491,"P","tr_3","552a"
30202,"O","72",1819,"FZ","CDI","ct_9",41628,"C","tr_4","463e"
30215,"O","59",1014,"GZ","CDI","ct_9",37535,"C","tr_1","463c"
30218,"O","35",1820,"PZ","AUT","ct_1",20988,"C","tr_3","341a"
30222,"O","35",1638,"JB","CDI","ct_9",34933,"P","tr_6","478d"
30229,"O","35",1820,"HZ","CDI","ct_9",30947,"C","tr_3","389a"
30230,"O","35",1820,"PZ","CDI","ct_8",31669,"C","tr_3","421b"
30232,"O","35",2200,"PZ","CDI","ct_8",54561,"C","tr_4","422b"
30235,"O","35",1922,"CI","CDI","ct_9",26202,"C","tr_6","622d"
30236,"O","35",1061,"QB","CDI","ct_8",13000,"C","tr_3","525d"
30238,"O","22",2391,"JC","CDI","ct_9",75798,"C","tr_5","374c"
30244,"O","35",790,"QB","AUT","ct_2",6682,"P","tr_4","563b"
30248,"O","35",532,"TZ","CDI","ct_7",7633,"C","tr_1","563c"
30255,"O","35",1216,"KZ","CDI","ct_9",13034,"P","tr_1","542a"
30257,"O","35",1456,"QA","CDI","ct_1",37933,"P","tr_5","344b"
30262,"O","35",1820,"HZ","CDI","ct_9",23267,"C","tr_6","451a"
30264,"O","44",1976,"CM","CDI","ct_9",21002,"C","tr_2","628a"
30266,"O","35",1875,"CH","CDI","ct_6",21199,"C","tr_1","634b"
30267,"O","35",1820,"KZ","CDI","ct_9",31914,"C","tr_1","467a"
30275,"O","28",1820,"KZ","CDI","ct_8",51533,"C","tr_5","371a"
30280,"O","35",1820,"PZ","AUT","ct_2",22949,"C","tr_2","421b"
30284,"O","31",844,"JC","CDI","ct_9",12997,"P","tr_4","388c"
30294,"O","35",1863,"QB","CDI","ct_8",14722,"C","tr_5","563b"
30296,"O","35",2200,"MA","CDI","ct_9",61350,"C","tr_6","383a"
30297,"O","35",1456,"OZ","CDI","ct_4",28360,"P","tr_5","332b"
30306,"O","35",1745,"CA","CDI","ct_9",23815,"C","tr_3","461d"
30309,"O","22",1820,"HZ","CDI","ct_9",23657,"C","tr_6","451a"
30318,"O","35",1820,"CK","CDI","ct_9",22253,"C","tr_6","623e"
30319,"O","35",1820,"CE","CDI","ct_9",29867,"C","tr_4","482a"
30321,"O","35",2200,"JB","CDI","ct_9",59065,"C","tr_6","333d"
30325,"O","35",1713,"EZ","CDI","ct_9",18834,"C","tr_5","622c"
