"UID","ACTIVITY_TYPE","AGE_2018","sex","OCCUPATION_42","Is_student","degree","household_type","Insee","target"
6276,"type2-1",77,"Female","csp_7_7",FALSE,"DIP|1|1","ft3-2","11049",41.2521
6277,"type2-1",78,"Male","csp_7_5",FALSE,"DIP|1|3","ft4-4","11049",37.7182
6280,"type1-1",30,"Male","csp_4_3",FALSE,"DIP|1|6","ft4-1","11049",41.5763
6283,"type2-1",78,"Female","csp_7_5",FALSE,"DIP|1|8","ft1-2","11055",39.4028
6287,"type1-1",44,"Male","csp_4_7",FALSE,"DIP|1|1","ft3-1","11067",26.5402
6288,"type2-1",65,"Female","csp_7_5",FALSE,"DIP|1|7","ft1-2","11067",43.2424
6290,"type2-1",71,"Male","csp_7_7",FALSE,"DIP|1|2","ft1-1","11069",32.6401
6291,"type1-1",37,"Female","csp_5_4",FALSE,"DIP|1|6","ft4-1","11069",37.8762
6292,"type1-1",39,"Female","csp_4_3",FALSE,"DIP|1|5","ft4-3","11069",26.0342
6295,"type2-5",29,"Female","csp_8_5",FALSE,"DIP|1","ft4-1","11069",43.1468
6296,"type2-1",72,"Male","csp_7_4",FALSE,"DIP|1|7","ft4-4","11069",37.532
6297,"type1-1",32,"Male","csp_4_7",FALSE,"DIP|1|6","ft1-1","11069",17.9595
6298,"type2-1",79,"Female","csp_7_8",FALSE,"DIP|1|1","ft1-2","11069",38.506
6299,"type2-1",74,"Female","csp_7_7",FALSE,"DIP|1|1","ft4-4","11069",39.1391
6300,"type2-2",15,"Female","csp_8_5",TRUE,"DIP|3","ft4-1","11069",39.1034
6307,"type2-1",66,"Female","csp_7_2",FALSE,"DIP|1|2","ft1-2","11069",34.9086
6309,"type1-1",36,"Male","csp_4_8",FALSE,"DIP|1|6","ft1-1","11069",20.32
6312,"type2-1",73,"Male","csp_7_7",FALSE,"DIP|1|4","ft1-1","11069",37.6312
6314,"type1-1",35,"Male","csp_6_8",FALSE,"DIP|3","ft4-1","11069",29.6324
6315,"type2-1",63,"Male","csp_7_5",FALSE,"DIP|1|4","ft1-1","11069",37.827
6317,"type1-1",41,"Male","csp_6_5",FALSE,"DIP|1|4","ft4-1","11069",32.7147
6320,"type1-1",28,"Female","csp_4_3",FALSE,"DIP|1|8","ft1-2","11069",25.6318
6321,"type2-1",68,"Male","csp_8_6",FALSE,"DIP|1|3","ft3-1","11069",39.7157
6324,"type1-1",82,"Male","csp_4_2",FALSE,"DIP|1|7","ft1-1","11069",34.3954
6327,"type2-1",76,"Male","csp_7_8",FALSE,"DIP|1|1","ft4-4","11069",34.0376
6328,"type2-2",19,"Male","csp_8_4",TRUE,"DIP|1|4","ft4-1","11069",35.0789
6329,"type1-1",37,"Female","csp_5_4",FALSE,"DIP|1|6","ft4-1","11069",33.7331
6330,"type1-1",27,"Female","csp_3_8",FALSE,"DIP|1|8","ft4-1","11069",32.4098
6338,"type1-1",48,"Female","csp_5_4",FALSE,"DIP|1|3","ft4-1","11069",35.6284
6341,"type2-1",71,"Male","csp_7_7",FALSE,"DIP|1|5","ft4-4","11069",37.0549
6342,"type1-2",61,"Male","csp_4_8",FALSE,"DIP|1|3","ft4-4","11069",28.3204
6344,"type1-1",62,"Male","csp_3_1",FALSE,"DIP|1|8","ft1-1","11069",33.8895
6345,"type1-1",57,"Male","csp_4_3",FALSE,"DIP|1|6","ft1-1","11069",20.5796
6346,"type1-1",52,"Female","csp_3_7",FALSE,"DIP|1|4","ft1-2","11069",29.5368
6348,"type1-1",52,"Male","csp_5_5",FALSE,"DIP|2","ft4-1","11075",40.1166
6350,"type2-5",65,"Female","csp_8_6",FALSE,"DIP|1|3","ft1-2","11076",39.5407
6351,"type2-1",87,"Female","csp_7_7",FALSE,"DIP|2","ft1-2","11076",40.1786
6352,"type1-1",40,"Male","csp_6_8",FALSE,"DIP|3","ft4-2","11076",25.7198
6355,"type1-1",50,"Female","csp_4_2",FALSE,"DIP|1|8","ft4-1","11076",32.2053
6357,"type2-4",58,"Female","csp_8_5",FALSE,"DIP|2","ft4-2","11076",44.409
6358,"type2-1",65,"Female","csp_7_7",FALSE,"DIP|1|4","ft4-4","11076",41.429
6359,"type2-1",62,"Female","csp_7_7",FALSE,"DIP|1|2","ft1-2","11076",37.7844
6360,"type1-1",21,"Male","csp_6_9",FALSE,"DIP|1|5","ft4-3","11076",18.9036
6362,"type1-1",40,"Female","csp_4_2",FALSE,"DIP|1|6","ft3-2","11076",30.4723
6363,"type2-2",19,"Female","csp_8_4",TRUE,"DIP|1|2","ft4-1","11076",39.7495
6365,"type2-1",73,"Male","csp_7_4",FALSE,"DIP|1|9","ft1-1","11077",37.3505
6367,"type1-1",38,"Female","csp_6_2",FALSE,"DIP|1|4","ft4-1","11081",40.3679
6368,"type1-1",58,"Female","csp_1_1",FALSE,"DIP|1|3","ft4-1","11081",49.9969
6369,"type2-1",86,"Male","csp_7_8",FALSE,"DIP|1|1","ft4-4","11081",36.4366
6370,"type2-2",15,"Female","csp_8_4",TRUE,"DIP|1|2","ft4-1","11084",38.8683
6371,"type1-1",45,"Male","csp_6_3",FALSE,"DIP|1|3","ft4-1","11085",29.2433
6372,"type1-2",45,"Female","csp_5_6",FALSE,"DIP|1|4","ft4-2","11086",36.92
6373,"type2-1",77,"Male","csp_7_4",FALSE,"DIP|1|7","ft4-4","11086",39.5465
6374,"type2-1",67,"Female","csp_7_5",FALSE,"DIP|1|4","ft4-4","11086",41.0885
6375,"type1-1",50,"Female","csp_4_2",FALSE,"DIP|1|8","ft4-1","11086",30.9772
6376,"type2-1",93,"Female","csp_7_8",FALSE,"DIP|1|2","ft4-3","11086",41.3986
6378,"type2-1",68,"Female","csp_7_8",FALSE,"DIP|1|4","ft1-2","11088",41.177
6384,"type2-1",80,"Male","csp_7_8",FALSE,"DIP|1|4","ft4-4","11098",38.0931
6385,"type2-2",15,"Female","csp_8_5",TRUE,"DIP|3","ft4-1","11098",42.3711
6386,"type2-1",63,"Male","csp_7_8",FALSE,"DIP|1|3","ft4-4","11099",38.8364
6389,"type1-1",41,"Male","csp_4_6",FALSE,"DIP|1|8","ft4-1","11099",29.5037
6390,"type1-1",42,"Male","csp_4_3",FALSE,"DIP|1|3","ft2-0","11099",28.2241
6391,"type2-1",79,"Female","csp_8_6",FALSE,"DIP|1","ft4-4","11102",43.0329
6394,"type1-1",55,"Female","csp_4_6",FALSE,"DIP|1|6","ft1-2","11106",22.7855
6395,"type1-1",38,"Female","csp_6_2",FALSE,"DIP|1","ft4-1","11106",38.9505
6396,"type1-1",37,"Female","csp_5_2",FALSE,"DIP|1|3","ft3-2","11106",27.2386
6397,"type1-2",52,"Male","csp_6_3",FALSE,"DIP|1|3","ft4-3","11111",32.7008
6399,"type1-1",41,"Male","csp_5_4",FALSE,"DIP|1|6","ft4-1","11115",37.0361
6400,"type2-2",20,"Female","csp_8_4",TRUE,"DIP|1|3","ft4-1","11116",43.1642
6401,"type1-1",49,"Female","csp_5_5",FALSE,"DIP|1|3","ft4-3","11116",31.6999
6402,"type1-1",46,"Male","csp_6_8",FALSE,"DIP|1|6","ft1-1","11116",30.4614
6403,"type2-2",25,"Female","csp_8_4",TRUE,"DIP|1|7","ft3-1","11116",44.7572
6404,"type1-1",51,"Male","csp_6_3",FALSE,"DIP|3","ft4-1","11120",27.9804
6405,"type2-1",78,"Male","csp_7_7",FALSE,"DIP|1","ft4-4","11120",36.0262
6408,"type1-1",53,"Female","csp_5_2",FALSE,"DIP|1|3","ft3-2","11125",34.7457
6410,"type1-1",56,"Male","csp_5_5",FALSE,"DIP|3","ft4-1","11129",40.0762
6411,"type2-2",15,"Female","csp_8_4",TRUE,"DIP|1|2","ft4-1","11129",38.9821
6413,"type1-1",54,"Female","csp_5_5",FALSE,"DIP|1|4","ft4-3","11129",38.1227
6414,"type1-1",41,"Female","csp_5_5",FALSE,"DIP|1|2","ft4-1","11130",40.8627
6416,"type2-1",77,"Female","csp_7_7",FALSE,"DIP|1|3","ft4-4","11132",41.1211
6418,"type1-2",50,"Female","csp_5_6",FALSE,"DIP|2","ft1-2","11138",33.9633
6422,"type1-2",55,"Male","csp_6_9",FALSE,"DIP|3","ft4-4","11143",30.4261
6431,"type1-1",32,"Female","csp_4_2",FALSE,"DIP|1|5","ft4-1","11153",39.874
6432,"type2-1",65,"Female","csp_7_2",FALSE,"DIP|1|3","ft3-2","11157",42.7153
6433,"type2-5",90,"Male","csp_8_6",FALSE,"DIP|2","ft2-0","11158",34.374
6434,"type1-1",47,"Male","csp_3_1",FALSE,"DIP|1|8","ft4-1","11164",44.9334
6437,"type1-1",41,"Female","csp_5_5",FALSE,"DIP|1|4","ft1-2","11170",40.2761
6438,"type2-1",71,"Female","csp_7_7",FALSE,"DIP|1|2","ft4-4","11170",37.6442
6440,"type2-5",48,"Male","csp_8_5",FALSE,"DIP|1|7","ft4-3","11170",37.7271
6441,"type1-1",29,"Female","csp_4_5",TRUE,"DIP|1|7","ft4-1","11170",39.2404
6442,"type2-1",85,"Male","csp_7_1",FALSE,"DIP|1|1","ft4-4","11170",34.1473
6443,"type1-1",24,"Male","csp_5_3",FALSE,"DIP|1|7","ft4-1","11170",27.7541
6445,"type2-1",65,"Female","csp_7_4",FALSE,"DIP|1|6","ft4-4","11170",40.1686
6448,"type2-2",19,"Female","csp_8_4",TRUE,"DIP|1|2","ft3-2","11178",34.745
6450,"type1-1",45,"Female","csp_4_5",FALSE,"DIP|1|7","ft4-1","11183",35.8157
6452,"type2-1",85,"Male","csp_7_1",FALSE,"DIP|1|1","ft2-0","11188",35.5538
6454,"type2-1",70,"Male","csp_7_8",FALSE,"DIP|1|2","ft4-4","11192",32.7677
6455,"type1-1",28,"Female","csp_6_7",FALSE,"DIP|1|3","ft4-3","11197",35.2385
6460,"type1-1",27,"Female","csp_6_9",FALSE,"DIP|3","ft4-1","11199",35.0396
6463,"type2-1",80,"Female","csp_7_7",FALSE,"DIP|1|1","ft1-2","11199",41.4729
6466,"type2-4",48,"Female","csp_8_5",FALSE,"DIP|3","ft4-2","11202",43.7463
6470,"type1-1",55,"Male","csp_4_2",FALSE,"DIP|1|3","ft1-1","11202",24.6216
6471,"type1-1",50,"Male","csp_6_3",FALSE,"DIP|1|5","ft1-1","11202",32.2787
6472,"type1-1",51,"Male","csp_5_2",FALSE,"DIP|3","ft4-1","11202",35.3472
6475,"type1-1",29,"Male","csp_5_3",FALSE,"DIP|1|2","ft1-1","11203",35.6919
6477,"type2-1",64,"Male","csp_7_8",FALSE,"DIP|1|1","ft4-3","11203",37.4366
6479,"type1-1",48,"Male","csp_5_4",FALSE,"DIP|1|3","ft4-1","11203",39.3044
6481,"type1-2",36,"Male","csp_6_3",FALSE,"DIP|2","ft4-4","11203",30.1391
6482,"type1-2",53,"Male","csp_6_4",FALSE,"DIP|1|3","ft4-4","11203",31.4194
6484,"type1-1",28,"Female","csp_4_3",FALSE,"DIP|1|7","ft4-1","11203",37.5864
6487,"type2-4",53,"Female","csp_8_5",FALSE,"DIP|1|2","ft1-2","11203",44.6978
6491,"type1-2",28,"Female","csp_5_6",FALSE,"DIP|3","ft3-2","11203",35.4308
6494,"type2-1",67,"Male","csp_7_2",FALSE,"DIP|1|6","ft1-1","11206",39.4909
6497,"type1-1",46,"Male","csp_3_4",FALSE,"DIP|1|7","ft4-1","11206",45.6385
6499,"type2-1",85,"Female","csp_7_8",FALSE,"DIP|2","ft4-4","11206",42.0479
6502,"type2-1",70,"Female","csp_7_7",FALSE,"DIP|1|1","ft3-2","11206",42.2399
6503,"type1-1",54,"Female","csp_3_1",TRUE,"DIP|1|8","ft4-1","11206",38.9354
6504,"type2-1",67,"Male","csp_7_5",FALSE,"DIP|1|5","ft4-4","11206",40.4058
6506,"type2-2",22,"Male","csp_8_4",TRUE,"DIP|1|5","ft4-1","11215",37.7048
6509,"type2-1",69,"Female","csp_7_8",FALSE,"DIP|1|2","ft1-2","11217",36.9641
6511,"type2-1",63,"Female","csp_7_5",FALSE,"DIP|1|8","ft4-4","11233",40.5027
6512,"type2-1",68,"Female","csp_7_7",FALSE,"DIP|1|2","ft1-2","11241",36.9057
6513,"type2-5",61,"Male","csp_8_6",FALSE,"DIP|1","ft3-1","11242",39.1371
6519,"type1-1",60,"Male","csp_2_1",FALSE,"DIP|1","ft1-1","11253",38.0801
6520,"type2-1",84,"Female","csp_7_8",FALSE,"DIP|1|2","ft4-4","11254",37.9502
6521,"type1-1",55,"Female","csp_3_5",FALSE,"DIP|1|4","ft3-2","11254",46.1152
6522,"type2-1",94,"Female","csp_7_2",FALSE,"DIP|1|1","ft1-2","11254",41.3506
6523,"type1-1",56,"Male","csp_1_1",FALSE,"DIP|1|3","ft4-1","11255",45.9422
6524,"type1-1",44,"Male","csp_2_1",FALSE,"DIP|1|3","ft4-1","11255",40.1475
6525,"type1-1",26,"Male","csp_6_3",FALSE,"DIP|1|4","ft3-2","11255",24.4097
6526,"type1-1",59,"Female","csp_5_4",FALSE,"DIP|1|1","ft4-3","11256",35.8117
6527,"type1-1",53,"Male","csp_6_3",FALSE,"DIP|1|5","ft4-1","11256",29.7081
6529,"type2-1",74,"Female","csp_7_7",FALSE,"DIP|1|1","ft4-4","11259",41.4241
6530,"type2-1",94,"Female","csp_7_7",FALSE,"DIP|2","ft1-2","11259",40.5182
6537,"type2-1",74,"Female","csp_7_8",FALSE,"DIP|1|6","ft1-2","11262",40.7976
6538,"type1-1",36,"Male","csp_5_3",FALSE,"DIP|1|3","ft4-4","11262",31.9753
6539,"type1-1",27,"Female","csp_4_6",FALSE,"DIP|1|6","ft4-1","11262",34.8736
6540,"type2-4",50,"Female","csp_8_5",FALSE,"DIP|2","ft3-2","11262",48.9592
6542,"type2-1",76,"Male","csp_7_5",FALSE,"DIP|1|5","ft4-4","11262",39.4474
6544,"type1-1",25,"Female","csp_5_5",FALSE,"DIP|3","ft4-1","11262",40.1107
6548,"type1-1",30,"Male","csp_5_3",FALSE,"DIP|1|4","ft4-2","11262",33.2115
6549,"type2-1",64,"Male","csp_7_8",FALSE,"DIP|1","ft4-3","11262",37.189
6550,"type2-1",63,"Female","csp_7_8",FALSE,"DIP|2","ft1-2","11262",41.8386
6552,"type2-1",68,"Male","csp_7_5",FALSE,"DIP|1|3","ft4-4","11262",37.8038
6555,"type1-1",36,"Female","csp_5_2",FALSE,"DIP|1|6","ft4-1","11262",40.342
6556,"type2-2",23,"Female","csp_8_4",TRUE,"DIP|1|7","ft1-2","11262",38.2114
6557,"type1-1",56,"Female","csp_5_2",FALSE,"DIP|1|4","ft4-1","11262",43.0416
6558,"type2-1",82,"Female","csp_7_7",FALSE,"DIP|3","ft1-2","11262",43.2427
6559,"type2-1",86,"Female","csp_7_8",FALSE,"DIP|1|1","ft1-2","11262",41.2455
6561,"type1-1",61,"Male","csp_3_8",FALSE,"DIP|1|8","ft4-2","11262",24.6588
6562,"type1-1",28,"Female","csp_4_3",FALSE,"DIP|1|7","ft4-1","11262",37.5602
6564,"type2-1",90,"Female","csp_7_4",FALSE,"DIP|1","ft4-4","11262",42.4913
6565,"type1-1",46,"Female","csp_5_6",FALSE,"DIP|1|4","ft3-2","11262",36.182
6566,"type2-2",19,"Female","csp_8_4",TRUE,"DIP|1|2","ft4-1","11262",39.8088
6570,"type2-5",47,"Female","csp_8_5",FALSE,"DIP|1|7","ft4-1","11262",49.5372
6571,"type2-1",71,"Female","csp_7_4",FALSE,"DIP|1|6","ft1-2","11262",40.9785
6572,"type1-1",37,"Female","csp_5_4",FALSE,"DIP|1|6","ft4-1","11262",44.3566
6573,"type2-1",85,"Male","csp_7_8",FALSE,"DIP|1|2","ft1-1","11262",36.5497
6574,"type1-1",49,"Male","csp_4_7",FALSE,"DIP|1|5","ft1-1","11262",23.1311
6578,"type1-1",49,"Male","csp_6_2",FALSE,"DIP|1|3","ft1-1","11262",27.6864
6580,"type2-1",82,"Female","csp_7_7",FALSE,"DIP|1|3","ft1-2","11262",42.1217
6589,"type1-1",61,"Male","csp_5_4",FALSE,"DIP|1|6","ft1-1","11262",34.2009
6590,"type2-2",15,"Female","csp_8_4",TRUE,"DIP|1|2","ft4-1","11262",39.67
6591,"type2-1",79,"Female","csp_7_7",FALSE,"DIP|1|2","ft4-4","11262",38.1498
6594,"type1-1",47,"Female","csp_2_1",FALSE,"DIP|1|3","ft4-1","11262",61.7197
6595,"type1-2",32,"Male","csp_2_1",FALSE,"DIP|2","ft1-1","11262",34.4917
6596,"type2-5",31,"Female","csp_8_5",FALSE,"DIP|2","ft4-4","11262",39.0836
6598,"type2-1",65,"Female","csp_7_7",FALSE,"DIP|1|4","ft4-4","11262",43.0816
6604,"type1-1",60,"Female","csp_5_2",FALSE,"DIP|1|3","ft4-1","11264",41.5998
6605,"type2-1",79,"Female","csp_7_4",FALSE,"DIP|1|7","ft4-4","11266",44.6041
6606,"type1-1",54,"Female","csp_6_2",FALSE,"DIP|1|3","ft4-1","11266",36.9369
6608,"type2-2",20,"Male","csp_8_4",TRUE,"DIP|1|4","ft4-4","11266",35.1234
6612,"type1-1",39,"Female","csp_3_4",FALSE,"DIP|1|7","ft4-1","11266",47.8439
6613,"type1-1",35,"Male","csp_5_6",FALSE,"DIP|1|5","ft4-2","11266",23.3933
6614,"type2-1",74,"Male","csp_7_5",FALSE,"DIP|1|6","ft4-4","11266",37.2193
6616,"type1-1",32,"Male","csp_6_4",FALSE,"DIP|3","ft4-2","11267",24.1999
6617,"type2-1",75,"Female","csp_7_5",FALSE,"DIP|1|2","ft4-4","11268",37.7322
6621,"type2-1",71,"Male","csp_7_2",FALSE,"DIP|1|1","ft4-4","11269",36.9854
6622,"type2-1",64,"Male","csp_7_5",FALSE,"DIP|1|8","ft4-4","11269",37.1534
6626,"type1-1",47,"Female","csp_5_2",FALSE,"DIP|1|4","ft1-2","11269",36.2419
6627,"type1-2",51,"Male","csp_6_7",FALSE,"DIP|1|3","ft1-1","11269",31.0933
6633,"type1-1",62,"Female","csp_4_5",FALSE,"DIP|1|2","ft4-3","11272",34.0017
6635,"type2-2",15,"Female","csp_8_5",TRUE,"DIP|3","ft4-1","11273",42.3075
6636,"type2-1",79,"Female","csp_7_7",FALSE,"DIP|1|4","ft4-4","11274",41.2006
6642,"type1-1",44,"Female","csp_4_3",FALSE,"DIP|1|7","ft3-2","11279",43.8198
6645,"type2-1",69,"Female","csp_7_7",FALSE,"DIP|1|1","ft4-4","11281",41.7552
6646,"type1-1",64,"Female","csp_6_4",FALSE,"DIP|2","ft4-1","11281",40.3754
6647,"type2-1",85,"Female","csp_7_8",FALSE,"DIP|1|1","ft1-2","11284",40.4615
6648,"type1-1",56,"Female","csp_5_2",FALSE,"DIP|1|1","ft4-3","11285",34.4676
6649,"type1-1",28,"Male","csp_5_2",FALSE,"DIP|1|3","ft4-1","11285",36.4579
6653,"type2-5",63,"Female","csp_8_6",FALSE,"DIP|1|2","ft4-2","11289",38.151
6659,"type1-1",49,"Female","csp_5_2",FALSE,"DIP|1|6","ft3-2","11295",35.158
6660,"type2-2",15,"Female","csp_8_4",TRUE,"DIP|1|2","ft4-1","11295",38.952
6662,"type1-1",49,"Female","csp_5_4",FALSE,"DIP|1|4","ft4-1","11296",39.2048
6663,"type2-1",67,"Female","csp_7_5",FALSE,"DIP|1|2","ft4-4","11299",36.9727
6670,"type1-1",54,"Male","csp_5_2",FALSE,"DIP|1|3","ft4-1","11302",37.7337
6673,"type1-1",30,"Male","csp_2_2",FALSE,"DIP|1|6","ft4-1","11304",35.3346
6674,"type1-1",60,"Female","csp_3_3",FALSE,"DIP|1|5","ft4-3","11304",28.2706
6675,"type1-1",47,"Male","csp_6_3",FALSE,"DIP|1|3","ft4-1","11304",29.1897
6679,"type1-1",39,"Female","csp_3_7",TRUE,"DIP|1|4","ft2-0","11304",38.0507
6680,"type1-1",34,"Female","csp_6_8",FALSE,"DIP|2","ft4-1","11304",34.9837
6683,"type1-1",53,"Male","csp_3_8",FALSE,"DIP|1|4","ft4-1","11312",34.5991
6686,"type2-1",66,"Female","csp_7_7",FALSE,"DIP|1|6","ft4-4","11313",39.125
6687,"type2-1",68,"Male","csp_7_2",FALSE,"DIP|1|3","ft4-3","11315",36.0834
6688,"type1-1",45,"Male","csp_4_5",FALSE,"DIP|1|5","ft4-1","11315",35.4667
6689,"type1-1",33,"Male","csp_2_3",FALSE,"DIP|1|7","ft4-1","11315",42.0413
6690,"type2-5",73,"Male","csp_8_6",FALSE,"DIP|1|4","ft2-0","11315",36.6491
6692,"type1-1",40,"Female","csp_6_7",FALSE,"DIP|1|5","ft1-2","11322",34.7048
6693,"type2-2",19,"Male","csp_8_4",TRUE,"DIP|1|4","ft4-1","11325",37.8952
6695,"type1-1",55,"Male","csp_1_1",FALSE,"DIP|1|5","ft4-1","11332",46.7161
6696,"type1-2",28,"Female","csp_5_6",FALSE,"DIP|3","ft3-2","11334",34.5051
6699,"type2-1",87,"Female","csp_7_7",FALSE,"DIP|1|3","ft1-2","11339",41.5822
6700,"type2-1",81,"Male","csp_7_7",FALSE,"DIP|1|7","ft1-1","11340",41.8987
6701,"type2-1",77,"Male","csp_7_8",FALSE,"DIP|1|3","ft4-4","11342",37.7525
6702,"type1-1",52,"Male","csp_4_6",FALSE,"DIP|1|5","ft3-1","11342",31.9143
6704,"type1-1",50,"Female","csp_6_8",FALSE,"DIP|1|3","ft3-2","11344",30.9025
6705,"type2-1",82,"Female","csp_7_7",FALSE,"DIP|1|3","ft1-2","11344",41.657
6708,"type2-5",53,"Female","csp_8_5",FALSE,"DIP|2","ft4-4","11345",38.8312
6713,"type2-1",84,"Female","csp_7_7",FALSE,"DIP|1|3","ft1-2","11353",41.2856
6717,"type1-1",50,"Female","csp_6_8",FALSE,"DIP|1|3","ft3-2","11357",30.5726
6718,"type2-1",65,"Female","csp_7_5",FALSE,"DIP|1|7","ft1-2","11357",43.1948
6721,"type2-1",67,"Female","csp_7_7",FALSE,"DIP|1|1","ft4-4","11360",41.6303
6722,"type1-1",23,"Male","csp_6_3",FALSE,"DIP|1|3","ft3-2","11360",27.3791
6723,"type2-1",71,"Male","csp_7_2",FALSE,"DIP|1|3","ft4-4","11360",38.153
6724,"type2-2",15,"Female","csp_8_4",TRUE,"DIP|1|2","ft4-1","11360",39.0437
6727,"type1-1",55,"Male","csp_3_1",FALSE,"DIP|1|8","ft4-1","11369",38.4084
6731,"type1-2",27,"Female","csp_5_4",FALSE,"DIP|1|5","ft4-3","11370",38.7365
6733,"type2-5",21,"Female","csp_8_5",FALSE,"DIP|2","ft4-2","11370",35.4519
6734,"type2-2",16,"Female","csp_8_5",TRUE,"DIP|3","ft4-3","11370",41.9393
6737,"type1-1",44,"Female","csp_5_2",FALSE,"DIP|1|3","ft4-1","11378",37.9116
6742,"type1-1",57,"Female","csp_5_2",FALSE,"DIP|1|6","ft4-1","11379",34.7715
6743,"type1-1",47,"Male","csp_6_7",FALSE,"DIP|1","ft4-1","11379",26.8282
6744,"type2-1",83,"Male","csp_7_2",FALSE,"DIP|1|1","ft4-4","11379",37.04
6746,"type2-1",77,"Male","csp_7_8",FALSE,"DIP|1|1","ft4-4","11379",36.3891
6747,"type1-1",57,"Male","csp_6_3",FALSE,"DIP|1|3","ft4-1","11379",26.3846
6749,"type1-1",27,"Male","csp_1_1",FALSE,"DIP|1|3","ft4-1","11383",33.9397
6750,"type1-1",62,"Male","csp_3_3",FALSE,"DIP|1|7","ft1-1","11386",42.7755
6751,"type2-1",90,"Male","csp_7_2",FALSE,"DIP|1|1","ft1-1","11390",41.7182
6752,"type2-1",72,"Male","csp_7_5",FALSE,"DIP|1|3","ft4-4","11390",37.948
6756,"type2-1",71,"Female","csp_7_8",FALSE,"DIP|1|7","ft4-4","11397",44.3578
6757,"type1-1",46,"Male","csp_5_3",FALSE,"DIP|1|2","ft3-1","11397",41.336
6758,"type2-1",73,"Female","csp_7_7",FALSE,"DIP|1|4","ft1-2","11397",41.8918
6761,"type1-1",34,"Male","csp_6_2",FALSE,"DIP|1|5","ft4-1","11397",29.9302
6762,"type2-2",15,"Female","csp_8_4",TRUE,"DIP|1|2","ft4-1","11409",38.9857
6763,"type1-1",55,"Female","csp_4_6",FALSE,"DIP|1|6","ft1-2","11410",27.5886
6765,"type2-1",94,"Female","csp_7_8",FALSE,"DIP|2","ft4-2","11410",41.9184
6768,"type1-1",49,"Male","csp_6_3",FALSE,"DIP|1|6","ft4-1","11418",25.3864
6769,"type2-1",62,"Female","csp_7_2",FALSE,"DIP|1|3","ft4-4","11421",41.8938
6770,"type2-1",82,"Female","csp_7_2",FALSE,"DIP|2","ft1-2","11422",40.7622
6771,"type2-1",76,"Female","csp_7_5",FALSE,"DIP|1|7","ft4-4","11423",44.4817
6772,"type1-1",21,"Female","csp_6_8",FALSE,"DIP|1|5","ft4-2","11425",32.143
6776,"type1-1",42,"Male","csp_2_1",FALSE,"DIP|1|6","ft1-1","11426",53.4003
6777,"type2-1",94,"Female","csp_7_8",FALSE,"DIP|2","ft2-0","11426",40.7567
6778,"type1-1",39,"Female","csp_5_5",FALSE,"DIP|2","ft1-2","11426",40.6463
6779,"type2-1",73,"Male","csp_7_8",FALSE,"DIP|1|5","ft4-4","11428",39.1011
6781,"type1-1",46,"Female","csp_3_1",FALSE,"DIP|1|9","ft1-2","11429",31.9826
6782,"type1-1",35,"Female","csp_6_3",FALSE,"DIP|1|3","ft4-1","11429",37.2071
6784,"type1-1",52,"Female","csp_4_2",FALSE,"DIP|1|4","ft4-3","11429",33.4729
6786,"type1-1",52,"Male","csp_6_4",FALSE,"DIP|1|3","ft4-1","11429",29.4079
6787,"type2-2",15,"Female","csp_8_5",TRUE,"DIP|3","ft4-1","11429",42.2276
6789,"type2-1",81,"Male","csp_8_6",FALSE,"DIP|1|3","ft4-4","11433",38.437
6791,"type1-2",30,"Male","csp_5_6",FALSE,"DIP|1|5","ft1-1","11434",35.8659
6796,"type1-1",63,"Male","csp_1_1",FALSE,"DIP|1|1","ft4-1","12002",46.3978
6800,"type1-2",36,"Male","csp_5_4",FALSE,"DIP|1","ft4-4","12004",33.4269
6802,"type2-1",86,"Male","csp_7_4",FALSE,"DIP|1|8","ft4-4","12008",40.6746
6805,"type1-1",39,"Female","csp_6_7",FALSE,"DIP|1|6","ft4-1","12008",33.0191
6806,"type2-4",39,"Female","csp_8_5",FALSE,"DIP|1|4","ft4-2","12011",50.4608
6809,"type1-1",24,"Male","csp_4_7",FALSE,"DIP|1|4","ft4-4","12012",15.7167
6810,"type2-1",76,"Male","csp_7_2",TRUE,"DIP|1|3","ft1-1","12013",42.4352
6814,"type2-1",65,"Female","csp_7_7",FALSE,"DIP|1|5","ft4-4","12013",47.6164
6816,"type2-1",88,"Male","csp_7_8",FALSE,"DIP|1|3","ft4-4","12015",42.8449
6817,"type1-2",20,"Male","csp_6_8",FALSE,"DIP|1|3","ft3-2","12016",28.5641
6819,"type1-1",32,"Male","csp_6_3",FALSE,"DIP|1|5","ft4-3","12020",28.1697
6820,"type1-1",30,"Female","csp_5_5",FALSE,"DIP|1|4","ft4-1","12021",45.1052
6821,"type1-1",31,"Male","csp_5_6",FALSE,"DIP|1|6","ft1-1","12021",39.6785
6823,"type2-1",63,"Male","csp_7_4",FALSE,"DIP|1|7","ft4-4","12025",44.9909
6826,"type1-2",50,"Female","csp_5_4",FALSE,"DIP|1|4","ft3-2","12028",41.5856
6828,"type1-1",56,"Female","csp_4_5",FALSE,"DIP|1|4","ft4-1","12032",36.1322
6829,"type1-1",56,"Female","csp_5_2",FALSE,"DIP|3","ft4-1","12033",42.7588
6830,"type1-1",31,"Female","csp_4_2",FALSE,"DIP|1|8","ft4-1","12033",40.4047
6831,"type2-5",56,"Male","csp_8_5",FALSE,"DIP|1|3","ft1-1","12034",43.1653
